date,ticker,close_price,sentiment_score,usd_inr_rate,interest_rate,unemployment_rate,return_1,return_direction,days_to_next_event,days_since_last_event,is_event_window,event_impact_score
2019-01-15,TCS,1685.9784,0.34,71.1,6.25,6.51,0.0300839064801354,1,17.0,365.0,0.0,0.0
2019-01-16,TCS,1688.0999,0.1531,70.98,6.25,6.51,0.0012583197981659,0,16.0,365.0,0.0,0.0
2019-01-16,TCS,1688.0999,0.0,70.98,6.25,6.51,0.0,1,16.0,365.0,0.0,0.0
2019-01-17,TCS,1713.5642,0.0,71.05,6.25,6.51,0.0150845930385992,1,15.0,365.0,0.0,0.0
2019-01-18,TCS,1719.3083,0.5574,71.21,6.25,6.51,0.0033521358581136,0,14.0,365.0,0.0,0.0
2019-01-18,TCS,1719.3083,0.3182,71.21,6.25,6.51,0.0,0,14.0,365.0,0.0,0.0
2019-01-18,TCS,1719.3083,0.4767,71.21,6.25,6.51,0.0,1,14.0,365.0,0.0,0.0
2019-01-21,TCS,1726.5898,0.0,71.188,6.25,6.51,0.0042351333963781,0,11.0,365.0,0.0,0.0
2019-01-22,TCS,1720.4385,0.128,71.26,6.25,6.51,-0.0035626875590253,0,10.0,365.0,0.0,0.0
2019-01-22,TCS,1720.4385,0.0,71.26,6.25,6.51,0.0,0,10.0,365.0,0.0,0.0
2019-01-23,TCS,1696.6482,0.0,71.19,6.25,6.51,-0.0138280444200707,0,9.0,365.0,0.0,0.0
2019-01-23,TCS,1696.6482,0.0,71.19,6.25,6.51,0.0,0,9.0,365.0,0.0,0.0
2019-01-23,TCS,1696.6482,0.34,71.19,6.25,6.51,0.0,1,9.0,365.0,0.0,0.0
2019-01-24,TCS,1720.1224,-0.0772,71.0,6.25,6.51,0.0138356319241665,0,8.0,365.0,0.0,0.0
2019-01-24,TCS,1720.1224,0.0,71.0,6.25,6.51,0.0,0,8.0,365.0,0.0,0.0
2019-01-24,TCS,1720.1224,0.0258,71.0,6.25,6.51,0.0,1,8.0,365.0,0.0,0.0
2019-01-25,TCS,1737.5356,0.0,70.9,6.25,6.51,0.0101232330908545,0,7.0,365.0,1.0,3.0
2019-01-25,TCS,1737.5356,0.34,70.9,6.25,6.51,0.0,1,7.0,365.0,1.0,3.0
2019-01-28,TCS,1768.4727,-0.4019,71.07,6.25,6.51,0.0178051603662106,0,4.0,365.0,1.0,3.0
2019-01-28,TCS,1768.4727,0.0,71.07,6.25,6.51,0.0,1,4.0,365.0,1.0,3.0
2019-01-29,TCS,1793.5745,0.0,71.39,6.25,6.51,0.0141940556956292,0,3.0,365.0,1.0,3.0
2019-01-30,TCS,1792.3538,0.5106,71.235,6.25,6.51,-0.0006805962060677,0,2.0,365.0,1.0,3.0
2019-01-30,TCS,1792.3538,0.4767,71.235,6.25,6.51,0.0,0,2.0,365.0,1.0,3.0
2019-01-30,TCS,1792.3538,0.0,71.235,6.25,6.51,0.0,0,2.0,365.0,1.0,3.0
2019-01-30,TCS,1792.3538,0.0,71.235,6.25,6.51,0.0,0,2.0,365.0,1.0,3.0
2019-01-30,TCS,1792.3538,0.0,71.235,6.25,6.51,0.0,1,2.0,365.0,1.0,3.0
2019-01-31,TCS,1821.9337,0.0,70.96,6.25,6.51,0.0165033823121305,0,1.0,365.0,1.0,3.0
2019-01-31,TCS,1821.9337,0.0,70.96,6.25,6.51,0.0,0,1.0,365.0,1.0,3.0
2019-01-31,TCS,1821.9337,-0.3818,70.96,6.25,6.51,0.0,1,1.0,365.0,1.0,3.0
2019-02-01,TCS,1836.272,0.0,70.96,6.25,6.51,0.0078698253399669,0,6.0,0.0,1.0,3.0
2019-02-01,TCS,1836.272,0.5106,70.96,6.25,6.51,0.0,0,6.0,0.0,1.0,3.0
2019-02-01,TCS,1836.272,0.0,70.96,6.25,6.51,0.0,1,6.0,0.0,1.0,3.0
2019-02-04,TCS,1854.6349,0.0,70.96,6.25,6.51,0.0100000980246934,0,3.0,3.0,1.0,3.0
2019-02-05,TCS,1849.4786,0.0,70.96,6.25,6.51,-0.0027802237518554,0,2.0,4.0,1.0,3.0
2019-02-05,TCS,1849.4786,0.5423,70.96,6.25,6.51,0.0,1,2.0,4.0,1.0,3.0
2019-02-06,TCS,1876.8422,0.0,70.96,6.25,6.51,0.0147953050119098,0,1.0,5.0,1.0,3.0
2019-02-06,TCS,1876.8422,0.0,70.96,6.25,6.51,0.0,1,1.0,5.0,1.0,3.0
2019-02-07,TCS,1884.1696,0.1779,70.96,6.25,6.51,0.0039041108517274,0,41.0,0.0,1.0,3.0
2019-02-07,TCS,1884.1696,-0.296,70.96,6.25,6.51,0.0,0,41.0,0.0,1.0,3.0
2019-02-08,TCS,1864.7205,-0.4019,70.96,6.25,6.51,-0.0103223722535381,1,40.0,1.0,1.0,3.0
2019-02-11,TCS,1868.7916,0.0,70.96,6.25,6.51,0.0021832226330971,0,37.0,4.0,1.0,2.0
2019-02-12,TCS,1855.8561,0.34,70.96,6.25,6.51,-0.0069218526025053,0,36.0,5.0,1.0,2.0
2019-02-12,TCS,1855.8561,0.0,70.96,6.25,6.51,0.0,0,36.0,5.0,1.0,2.0
2019-02-14,TCS,1849.5238,-0.4939,71.02,6.25,6.51,-0.0034120641142382,0,34.0,7.0,1.0,2.0
2019-02-14,TCS,1849.5238,0.0,71.02,6.25,6.51,0.0,0,34.0,7.0,1.0,2.0
2019-02-15,TCS,1836.0457,0.3818,71.33,6.25,6.51,-0.007287335258946,0,33.0,8.0,0.0,0.0
2019-02-15,TCS,1836.0457,0.0,71.33,6.25,6.51,0.0,0,33.0,8.0,0.0,0.0
2019-02-15,TCS,1836.0457,-0.3818,71.33,6.25,6.51,0.0,0,33.0,8.0,0.0,0.0
2019-02-18,TCS,1782.3127,0.0,71.387,6.25,6.51,-0.0292656114169707,0,30.0,11.0,0.0,0.0
2019-02-19,TCS,1723.0621,0.0,71.3,6.25,6.51,-0.0332436614517754,1,29.0,12.0,0.0,0.0
2019-02-20,TCS,1732.063,0.4215,71.01,6.25,6.51,0.0052237815456563,0,28.0,13.0,0.0,0.0
2019-02-21,TCS,1731.5652,0.3818,71.165,6.25,6.51,-0.0002874029408861,0,27.0,14.0,0.0,0.0
2019-02-21,TCS,1731.5652,0.0,71.165,6.25,6.51,0.0,1,27.0,14.0,0.0,0.0
2019-02-22,TCS,1741.9229,0.4215,71.035,6.25,6.51,0.0059816979458815,1,26.0,15.0,0.0,0.0
2019-02-25,TCS,1795.746,0.0,70.834,6.25,6.51,0.0308986695105737,0,23.0,18.0,0.0,0.0
2019-02-25,TCS,1795.746,0.0,70.834,6.25,6.51,0.0,1,23.0,18.0,0.0,0.0
2019-02-26,TCS,1844.1864,0.0,70.96,6.25,6.51,0.0269750844495824,0,22.0,19.0,0.0,0.0
2019-02-26,TCS,1844.1864,0.0,70.96,6.25,6.51,0.0,1,22.0,19.0,0.0,0.0
2019-02-27,TCS,1861.7361,0.0,71.2,6.25,6.51,0.0095162289451868,0,21.0,20.0,0.0,0.0
2019-02-27,TCS,1861.7361,0.0,71.2,6.25,6.51,0.0,0,21.0,20.0,0.0,0.0
2019-02-27,TCS,1861.7361,0.0,71.2,6.25,6.51,0.0,0,21.0,20.0,0.0,0.0
2019-02-28,TCS,1794.2083,0.3818,70.84,6.25,6.51,-0.036271413547817,0,20.0,21.0,0.0,0.0
2019-02-28,TCS,1794.2083,0.0,70.84,6.25,6.51,0.0,1,20.0,21.0,0.0,0.0
2019-03-01,TCS,1805.0178,0.4215,70.84,6.25,6.51,0.0060246627997428,0,19.0,22.0,0.0,0.0
2019-03-05,TCS,1798.4146,0.5423,70.84,6.25,6.51,-0.003658246472694,1,15.0,26.0,0.0,0.0
2019-03-06,TCS,1808.8173,-0.25,70.84,6.25,6.51,0.0057843725245556,0,14.0,27.0,0.0,0.0
2019-03-06,TCS,1808.8173,-0.5719,70.84,6.25,6.51,0.0,1,14.0,27.0,0.0,0.0
2019-03-07,TCS,1821.2104,-0.25,70.84,6.25,6.51,0.0068514935145744,0,13.0,28.0,0.0,0.0
2019-03-07,TCS,1821.2104,0.0,70.84,6.25,6.51,0.0,1,13.0,28.0,0.0,0.0
2019-03-08,TCS,1829.7134,0.0,70.84,6.25,6.51,0.0046688729649249,0,12.0,29.0,0.0,0.0
2019-03-08,TCS,1829.7134,-0.4939,70.84,6.25,6.51,0.0,0,12.0,29.0,0.0,0.0
2019-03-11,TCS,1822.5671,0.0,70.84,6.25,6.51,-0.0039056936457918,0,9.0,32.0,0.0,0.0
2019-03-12,TCS,1820.4414,0.0,70.84,6.25,6.51,-0.0011663219422758,0,8.0,33.0,0.0,0.0
2019-03-13,TCS,1809.6316,0.6808,69.529,6.25,6.51,-0.0059380104187918,0,7.0,34.0,1.0,3.0
2019-03-13,TCS,1809.6316,0.0,69.529,6.25,6.51,0.0,0,7.0,34.0,1.0,3.0
2019-03-13,TCS,1809.6316,0.0,69.529,6.25,6.51,0.0,0,7.0,34.0,1.0,3.0
2019-03-14,TCS,1797.7814,0.0,69.365,6.25,6.51,-0.006548404658716,1,6.0,35.0,1.0,3.0
2019-03-15,TCS,1845.3175,-0.4404,68.963,6.25,6.51,0.0264415351054361,0,5.0,36.0,1.0,3.0
2019-03-18,TCS,1829.8036,0.0,68.625,6.25,6.51,-0.0084071711236685,0,2.0,39.0,1.0,3.0
2019-03-19,TCS,1829.8036,0.0,69.015,6.25,6.51,0.0,0,1.0,40.0,1.0,3.0
2019-03-19,TCS,1829.8036,0.0,69.015,6.25,6.51,0.0,0,1.0,40.0,1.0,3.0
2019-03-20,TCS,1822.7931,0.0,68.79,6.25,6.51,-0.0038312854997114,0,15.0,0.0,1.0,3.0
2019-03-20,TCS,1822.7931,0.0,68.79,6.25,6.51,0.0,0,15.0,0.0,1.0,3.0
2019-03-22,TCS,1814.2898,-0.0516,69.17,6.25,6.51,-0.0046649836451543,0,13.0,2.0,1.0,3.0
2019-03-22,TCS,1814.2898,-0.4404,69.17,6.25,6.51,0.0,0,13.0,2.0,1.0,3.0
2019-03-22,TCS,1814.2898,0.3818,69.17,6.25,6.51,0.0,0,13.0,2.0,1.0,3.0
2019-03-25,TCS,1794.9316,0.1027,68.89,6.25,6.51,-0.010669849987582,0,10.0,5.0,1.0,3.0
2019-03-26,TCS,1793.4841,0.0,68.996,6.25,6.51,-0.0008064374152195,0,9.0,6.0,1.0,3.0
2019-03-26,TCS,1793.4841,0.0,68.996,6.25,6.51,0.0,0,9.0,6.0,1.0,3.0
2019-03-27,TCS,1780.1418,0.0,69.1,6.25,6.51,-0.0074393188096842,1,8.0,7.0,1.0,3.0
2019-03-28,TCS,1809.4502,0.3818,69.19,6.25,6.51,0.0164640816815828,0,7.0,8.0,1.0,2.0
2019-03-28,TCS,1809.4502,0.4404,69.19,6.25,6.51,0.0,1,7.0,8.0,1.0,2.0
2019-04-01,TCS,1837.8094,0.5574,69.185,6.25,6.51,0.0156728270277899,0,3.0,12.0,1.0,2.0
2019-04-01,TCS,1837.8094,0.4215,69.185,6.25,6.51,0.0,0,3.0,12.0,1.0,2.0
2019-04-01,TCS,1837.8094,0.0,69.185,6.25,6.51,0.0,1,3.0,12.0,1.0,2.0
2019-04-02,TCS,1880.9131,0.4404,69.185,6.25,6.51,0.0234538467373166,0,2.0,13.0,1.0,2.0
2019-04-02,TCS,1880.9131,0.0,69.185,6.25,6.51,0.0,0,2.0,13.0,1.0,2.0
2019-04-03,TCS,1880.9131,0.0,69.185,6.25,6.51,0.0,0,1.0,14.0,1.0,2.0
2019-04-03,TCS,1880.9131,0.0,69.185,6.25,6.51,0.0,0,1.0,14.0,1.0,2.0
2019-04-04,TCS,1822.2957,0.0,69.185,6.0,6.51,-0.0311643318343628,1,57.0,0.0,1.0,2.0
2019-04-05,TCS,1852.8707,0.0,69.185,6.0,6.51,0.0167782868609085,0,56.0,1.0,1.0,2.0
2019-04-05,TCS,1852.8707,0.0,69.185,6.0,6.51,0.0,1,56.0,1.0,1.0,2.0
2019-04-08,TCS,1873.1788,0.0,69.185,6.0,6.51,0.0109603438599357,1,53.0,4.0,1.0,2.0
2019-04-09,TCS,1891.949,-0.296,69.185,6.0,6.51,0.0100205063179232,0,52.0,5.0,1.0,2.0
2019-04-09,TCS,1891.949,0.5423,69.185,6.0,6.51,0.0,0,52.0,5.0,1.0,2.0
2019-04-10,TCS,1845.589,0.0,69.185,6.0,6.51,-0.024503831762907,0,51.0,6.0,1.0,2.0
2019-04-10,TCS,1845.589,0.0,69.185,6.0,6.51,0.0,0,51.0,6.0,1.0,2.0
2019-04-10,TCS,1845.589,0.0,69.185,6.0,6.51,0.0,0,51.0,6.0,1.0,2.0
2019-04-11,TCS,1826.819,-0.4939,69.185,6.0,6.51,-0.0101701949892418,0,50.0,7.0,1.0,2.0
2019-04-11,TCS,1826.819,0.0,69.185,6.0,6.51,0.0,0,50.0,7.0,1.0,2.0
2019-04-12,TCS,1822.2957,0.5106,69.185,6.0,6.51,-0.0024760526357564,0,49.0,8.0,0.0,0.0
2019-04-12,TCS,1822.2957,0.0,69.185,6.0,6.51,0.0,0,49.0,8.0,0.0,0.0
2019-04-12,TCS,1822.2957,0.0,69.185,6.0,6.51,0.0,0,49.0,8.0,0.0,0.0
2019-04-12,TCS,1822.2957,-0.4404,69.185,6.0,6.51,0.0,1,49.0,8.0,0.0,0.0
2019-04-15,TCS,1911.6689,0.0,69.395,6.0,6.51,0.0490442906713768,1,46.0,11.0,0.0,0.0
2019-04-16,TCS,1928.4039,0.0,69.53,6.0,6.51,0.0087541310108669,1,45.0,12.0,0.0,0.0
2019-04-18,TCS,1944.9124,0.0,69.395,6.0,6.51,0.0085607066030097,0,43.0,14.0,0.0,0.0
2019-04-18,TCS,1944.9124,0.0,69.395,6.0,6.51,0.0,0,43.0,14.0,0.0,0.0
2019-04-18,TCS,1944.9124,-0.2732,69.395,6.0,6.51,0.0,1,43.0,14.0,0.0,0.0
2019-04-22,TCS,1955.2246,0.0,69.7,6.0,6.51,0.0053021411144276,0,39.0,18.0,0.0,0.0
2019-04-23,TCS,1949.436,0.0,69.77,6.0,6.51,-0.0029605805900765,0,38.0,19.0,0.0,0.0
2019-04-23,TCS,1949.436,0.4767,69.77,6.0,6.51,0.0,0,38.0,19.0,0.0,0.0
2019-04-23,TCS,1949.436,0.0,69.77,6.0,6.51,0.0,1,38.0,19.0,0.0,0.0
2019-04-24,TCS,1975.1262,0.0,69.96,6.0,6.51,0.0131782731005274,1,37.0,20.0,0.0,0.0
2019-04-25,TCS,1985.5741,0.0,70.17,6.0,6.51,0.0052897379418086,1,36.0,21.0,0.0,0.0
2019-04-26,TCS,2024.969,0.3818,69.85,6.0,6.51,0.0198405589597487,0,35.0,22.0,0.0,0.0
2019-04-26,TCS,2024.969,0.3182,69.85,6.0,6.51,0.0,0,35.0,22.0,0.0,0.0
2019-04-26,TCS,2024.969,0.0,69.85,6.0,6.51,0.0,1,35.0,22.0,0.0,0.0
2019-04-30,TCS,2044.6891,0.0,69.647,6.0,6.51,0.0097384700704059,0,31.0,26.0,0.0,0.0
2019-05-02,TCS,2004.0275,0.0,69.647,6.0,6.51,-0.019886446306189,0,29.0,28.0,0.0,0.0
2019-05-03,TCS,1928.585,0.0,69.647,6.0,6.51,-0.037645441492195,0,28.0,29.0,0.0,0.0
2019-05-03,TCS,1928.585,0.4215,69.647,6.0,6.51,0.0,0,28.0,29.0,0.0,0.0
2019-05-03,TCS,1928.585,0.0,69.647,6.0,6.51,0.0,0,28.0,29.0,0.0,0.0
2019-05-03,TCS,1928.585,-0.3818,69.647,6.0,6.51,0.0,1,28.0,29.0,0.0,0.0
2019-05-06,TCS,1951.9686,-0.5267,69.647,6.0,6.51,0.0121247443073548,0,25.0,32.0,0.0,0.0
2019-05-06,TCS,1951.9686,-0.296,69.647,6.0,6.51,0.0,0,25.0,32.0,0.0,0.0
2019-05-07,TCS,1946.632,-0.4019,69.647,6.0,6.51,-0.0027339579130524,0,24.0,33.0,0.0,0.0
2019-05-07,TCS,1946.632,0.3818,69.647,6.0,6.51,0.0,0,24.0,33.0,0.0,0.0
2019-05-07,TCS,1946.632,0.5423,69.647,6.0,6.51,0.0,1,24.0,33.0,0.0,0.0
2019-05-08,TCS,1947.4459,0.0,69.647,6.0,6.51,0.0004181067608053,1,23.0,34.0,0.0,0.0
2019-05-09,TCS,1965.2657,-0.34,69.647,6.0,6.51,0.0091503440480682,0,22.0,35.0,0.0,0.0
2019-05-09,TCS,1965.2657,0.0,69.647,6.0,6.51,0.0,0,22.0,35.0,0.0,0.0
2019-05-09,TCS,1965.2657,0.0,69.647,6.0,6.51,0.0,0,22.0,35.0,0.0,0.0
2019-05-09,TCS,1965.2657,0.0,69.647,6.0,6.51,0.0,0,22.0,35.0,0.0,0.0
2019-05-10,TCS,1932.0223,-0.4019,69.647,6.0,6.51,-0.0169154735667548,0,21.0,36.0,0.0,0.0
2019-05-13,TCS,1925.6449,0.0,70.57,6.0,6.51,-0.0033008935766425,0,18.0,39.0,0.0,0.0
2019-05-13,TCS,1925.6449,0.0,70.57,6.0,6.51,0.0,0,18.0,39.0,0.0,0.0
2019-05-13,TCS,1925.6449,-0.8834,70.57,6.0,6.51,0.0,0,18.0,39.0,0.0,0.0
2019-05-14,TCS,1892.7181,0.0,70.332,6.0,6.51,-0.0170991027473444,0,17.0,40.0,0.0,0.0
2019-05-14,TCS,1892.7181,0.0,70.332,6.0,6.51,0.0,1,17.0,40.0,0.0,0.0
2019-05-15,TCS,1895.4771,-0.4019,70.249,6.0,6.51,0.0014576919827626,1,16.0,41.0,0.0,0.0
2019-05-16,TCS,1907.5531,0.3612,70.13,6.0,6.51,0.0063709553652744,0,15.0,42.0,0.0,0.0
2019-05-16,TCS,1907.5531,0.0,70.13,6.0,6.51,0.0,0,15.0,42.0,0.0,0.0
2019-05-16,TCS,1907.5531,0.0,70.13,6.0,6.51,0.0,0,15.0,42.0,0.0,0.0
2019-05-17,TCS,1895.5223,-0.4019,70.28,6.0,6.51,-0.0063069279696591,0,14.0,43.0,0.0,0.0
2019-05-17,TCS,1895.5223,0.0,70.28,6.0,6.51,0.0,0,14.0,43.0,0.0,0.0
2019-05-17,TCS,1895.5223,0.0,70.28,6.0,6.51,0.0,1,14.0,43.0,0.0,0.0
2019-05-20,TCS,1939.3945,0.296,69.609,6.0,6.51,0.0231451774532012,0,11.0,46.0,0.0,0.0
2019-05-20,TCS,1939.3945,0.2023,69.609,6.0,6.51,0.0,0,11.0,46.0,0.0,0.0
2019-05-21,TCS,1908.4575,0.4767,69.645,6.0,6.51,-0.015951886013908,0,10.0,47.0,0.0,0.0
2019-05-22,TCS,1883.1295,-0.5719,69.65,6.0,6.51,-0.0132714508968629,0,9.0,48.0,0.0,0.0
2019-05-23,TCS,1858.0725,0.0,69.665,6.0,6.51,-0.0133060418840021,0,8.0,49.0,0.0,0.0
2019-05-23,TCS,1858.0725,0.128,69.665,6.0,6.51,0.0,0,8.0,49.0,0.0,0.0
2019-05-23,TCS,1858.0725,0.1027,69.665,6.0,6.51,0.0,0,8.0,49.0,0.0,0.0
2019-05-24,TCS,1852.5995,0.0,69.38,6.0,6.51,-0.0029455255378894,1,7.0,50.0,1.0,2.0
2019-05-27,TCS,1859.067,0.0,69.504,6.0,6.51,0.0034910405621937,1,4.0,53.0,1.0,2.0
2019-05-28,TCS,1875.8925,0.2023,69.61,6.0,6.51,0.0090505075933249,1,3.0,54.0,1.0,2.0
2019-05-29,TCS,1906.4678,-0.296,69.845,6.0,6.51,0.0162990683101509,0,2.0,55.0,1.0,2.0
2019-05-29,TCS,1906.4678,0.0,69.845,6.0,6.51,0.0,0,2.0,55.0,1.0,2.0
2019-05-29,TCS,1906.4678,0.0,69.845,6.0,6.51,0.0,1,2.0,55.0,1.0,2.0
2019-05-30,TCS,1941.5205,0.3818,69.825,6.0,6.51,0.0183862009103956,0,1.0,56.0,1.0,2.0
2019-05-30,TCS,1941.5205,0.4404,69.825,6.0,6.51,0.0,0,1.0,56.0,1.0,2.0
2019-05-30,TCS,1941.5205,0.0,69.825,6.0,6.51,0.0,1,1.0,56.0,1.0,2.0
2019-05-31,TCS,1986.9758,0.1779,69.58,6.0,6.51,0.0234122173832311,0,6.0,0.0,1.0,2.0
2019-05-31,TCS,1986.9758,-0.5267,69.58,6.0,6.51,0.0,0,6.0,0.0,1.0,2.0
2019-05-31,TCS,1986.9758,-0.4215,69.58,6.0,6.51,0.0,0,6.0,0.0,1.0,2.0
2019-05-31,TCS,1986.9758,0.0,69.58,6.0,6.51,0.0,1,6.0,0.0,1.0,2.0
2019-06-03,TCS,2028.3618,0.0,69.58,6.0,6.51,0.0208286381746571,0,3.0,3.0,1.0,2.0
2019-06-03,TCS,2028.3618,0.0,69.58,6.0,6.51,0.0,0,3.0,3.0,1.0,2.0
2019-06-04,TCS,1990.7902,0.0,69.58,6.0,6.51,-0.018523125410861,0,2.0,4.0,1.0,2.0
2019-06-06,TCS,1975.2872,0.0,69.58,5.75,6.51,-0.007787360014129,1,62.0,0.0,1.0,2.0
2019-06-07,TCS,1989.5594,0.0,69.58,5.75,6.51,0.0072253796814965,1,61.0,1.0,1.0,2.0
2019-06-10,TCS,2034.9266,0.0,69.58,5.75,6.51,0.0228026366038631,1,58.0,4.0,1.0,2.0
2019-06-11,TCS,2054.3503,0.0,69.58,5.75,6.51,0.0095451600072455,1,57.0,5.0,1.0,2.0
2019-06-12,TCS,2061.7373,0.0,69.58,5.75,6.51,0.0035957840296272,0,56.0,6.0,1.0,2.0
2019-06-13,TCS,2055.5361,0.0,69.53,5.75,6.51,-0.0030077546736919,1,55.0,7.0,1.0,2.0
2019-06-14,TCS,2055.9014,0.0,69.833,5.75,6.51,0.0001777151955639,0,54.0,8.0,0.0,0.0
2019-06-17,TCS,2051.0681,0.0,69.85,5.75,6.51,-0.0023509395927256,1,51.0,11.0,0.0,0.0
2019-06-18,TCS,2052.5723,0.0,69.61,5.75,6.51,0.000733373991824,1,50.0,12.0,0.0,0.0
2019-06-19,TCS,2060.8242,0.0,69.65,5.75,6.51,0.0040202725136651,1,49.0,13.0,0.0,0.0
2019-06-20,TCS,2077.2854,0.0,69.52,5.75,6.51,0.0079876779397292,0,48.0,14.0,0.0,0.0
2019-06-21,TCS,2051.6604,0.4215,69.615,5.75,6.51,-0.0123358109578972,1,47.0,15.0,0.0,0.0
2019-06-24,TCS,2075.0508,0.0,69.273,5.75,6.51,0.0114007171947168,0,44.0,18.0,0.0,0.0
2019-06-25,TCS,2068.0293,0.0,69.334,5.75,6.51,-0.003383772580411,0,43.0,19.0,0.0,0.0
2019-06-26,TCS,2055.6279,-0.5719,69.245,5.75,6.51,-0.0059967235473888,0,42.0,20.0,0.0,0.0
2019-06-26,TCS,2055.6279,0.0,69.245,5.75,6.51,0.0,0,42.0,20.0,0.0,0.0
2019-06-27,TCS,2054.1228,0.0,69.088,5.75,6.51,-0.000732185041855,0,41.0,21.0,0.0,0.0
2019-06-28,TCS,2031.0056,0.0,68.95,5.75,6.51,-0.0112540496605169,1,40.0,22.0,0.0,0.0
2019-07-01,TCS,2042.2673,0.0,68.95,5.75,6.51,0.0055448886994697,1,37.0,25.0,0.0,0.0
2019-07-02,TCS,2053.7129,0.0,68.95,5.75,6.51,0.005604359429346,0,36.0,26.0,0.0,0.0
2019-07-03,TCS,2040.5349,0.0,68.95,5.75,6.51,-0.0064166709962234,1,35.0,27.0,0.0,0.0
2019-07-04,TCS,2045.0947,0.0,68.95,5.75,6.51,0.002234610150505,0,34.0,28.0,0.0,0.0
2019-07-05,TCS,1972.5526,0.0,68.95,5.75,6.51,-0.035471266929595,1,33.0,29.0,0.0,0.0
2019-07-08,TCS,1983.769,-0.1531,68.95,5.75,6.51,0.0056862361997342,0,30.0,32.0,0.0,0.0
2019-07-09,TCS,1945.4225,0.0,68.95,5.75,6.51,-0.0193301236182237,0,29.0,33.0,0.0,0.0
2019-07-10,TCS,1922.4888,0.0,68.95,5.75,6.51,-0.0117885446477563,0,28.0,34.0,0.0,0.0
2019-07-10,TCS,1922.4888,0.0,68.95,5.75,6.51,0.0,0,28.0,34.0,0.0,0.0
2019-07-11,TCS,1917.3359,0.0,68.95,5.75,6.51,-0.0026803277085412,0,27.0,35.0,0.0,0.0
2019-07-11,TCS,1917.3359,0.0,68.95,5.75,6.51,0.0,1,27.0,35.0,0.0,0.0
2019-07-12,TCS,1921.9413,0.0,68.95,5.75,6.51,0.002401978703888,1,26.0,36.0,0.0,0.0
2019-07-15,TCS,1956.6853,0.0,68.545,5.75,6.51,0.0180775552302248,0,23.0,39.0,0.0,0.0
2019-07-16,TCS,1924.9672,0.0,68.65,5.75,6.51,-0.016210118203474,1,22.0,40.0,0.0,0.0
2019-07-17,TCS,1935.2506,0.0,68.846,5.75,6.51,0.0053421169981493,0,21.0,41.0,0.0,0.0
2019-07-18,TCS,1888.3604,0.0,68.855,5.75,6.51,-0.0242295235562773,1,20.0,42.0,0.0,0.0
2019-07-19,TCS,1898.415,0.0,68.86,5.75,6.51,0.0053245132655821,1,19.0,43.0,0.0,0.0
2019-07-22,TCS,1928.5325,0.0,68.93,5.75,6.51,0.015864550164216,1,16.0,46.0,0.0,0.0
2019-07-23,TCS,1930.863,0.3612,69.033,5.75,6.51,0.0012084317998271,0,15.0,47.0,0.0,0.0
