Date,Price,Open,High,Low,Vol.,Change %
10/26/2020,73.97,73.85,74.123,73.697,,0.17%
10/23/2020,73.842,73.653,73.899,73.476,,0.23%
10/22/2020,73.67,73.66,73.807,73.52,,0.10%
10/21/2020,73.6,73.435,73.771,73.357,,0.20%
10/20/2020,73.45,73.325,73.564,73.29,,0.12%
10/19/2020,73.36,73.452,73.452,73.281,,-0.11%
10/16/2020,73.444,73.384,73.444,73.249,,0.01%
10/15/2020,73.435,73.305,73.533,73.209,,0.25%
10/14/2020,73.255,73.405,73.475,73.189,,-0.21%
10/13/2020,73.41,73.359,73.483,73.247,,0.06%
10-12-2020,73.364,73.014,73.419,73.014,,0.47%
10-09-2020,73.02,73.15,73.265,72.966,,-0.38%
10-08-2020,73.3,73.33,73.376,73.179,,-0.05%
10-07-2020,73.335,73.485,73.61,73.245,,-0.14%
10-06-2020,73.441,73.097,73.522,73.097,,0.44%
10-05-2020,73.117,73.3,73.486,73.067,,-0.24%
10-02-2020,73.295,73.242,73.453,73.242,,0.11%
10-01-2020,73.218,73.614,73.63,73.023,,-0.48%
09/30/2020,73.57,73.822,73.87,73.531,,-0.26%
09/29/2020,73.76,73.79,73.92,73.717,,-0.01%
09/28/2020,73.765,73.698,73.865,73.54,,0.11%
09/25/2020,73.685,73.735,73.785,73.571,,-0.30%
09/24/2020,73.91,73.84,74.057,73.77,,0.45%
09/23/2020,73.58,73.511,73.64,73.424,,0.08%
09/22/2020,73.52,73.58,73.65,73.39,,-0.08%
09/21/2020,73.58,73.543,73.64,73.265,,0.05%
09/18/2020,73.54,73.471,73.607,73.143,,-0.10%
09/17/2020,73.61,73.705,73.79,73.59,,0.09%
09/16/2020,73.545,73.585,73.788,73.475,,-0.09%
09/15/2020,73.61,73.4,73.74,73.31,,0.31%
09/14/2020,73.385,73.493,73.615,73.275,,-0.07%
09-11-2020,73.44,73.53,73.62,73.41,,0.00%
09-10-2020,73.44,73.453,73.508,73.16,,0.18%
09-09-2020,73.31,73.795,73.825,73.31,,-0.60%
09-08-2020,73.75,73.63,73.976,73.39,,0.41%
09-07-2020,73.447,73.292,73.49,73.028,,0.21%
09-04-2020,73.291,73.462,73.492,72.996,,-0.14%
09-03-2020,73.391,73.202,73.554,73.151,,0.17%
09-02-2020,73.269,73.137,73.302,72.892,,0.36%
09-01-2020,73.004,73.212,73.221,72.751,,-0.35%
08/31/2020,73.257,73.115,73.703,73.043,,0.19%
08/28/2020,73.115,73.816,73.876,73.115,,-1.07%
08/27/2020,73.904,74.29,74.375,73.78,,-0.43%
08/26/2020,74.222,74.205,74.463,74.183,,0.00%
08/25/2020,74.223,74.112,74.535,74.082,,0.07%
08/24/2020,74.169,74.922,74.922,73.949,,-1.01%
08/21/2020,74.922,74.962,74.992,74.816,,-0.12%
08/20/2020,75.013,74.966,75.131,74.931,,0.22%
08/19/2020,74.847,74.642,74.931,74.612,,0.36%
08/18/2020,74.575,74.735,74.888,74.575,,-0.23%
08/17/2020,74.744,74.875,74.911,74.715,,-0.21%
08/14/2020,74.903,74.899,74.994,74.754,,0.12%
08/13/2020,74.812,74.751,74.931,74.751,,0.02%
08-12-2020,74.795,74.605,74.935,74.605,,0.23%
08-11-2020,74.62,74.84,74.875,74.531,,-0.34%
08-10-2020,74.875,75.028,75.028,74.86,,-0.20%
08-07-2020,75.025,75.078,75.111,74.897,,0.17%
08-06-2020,74.9,74.86,75.014,74.785,,0.14%
08-05-2020,74.798,74.971,75.012,74.747,,-0.35%
08-04-2020,75.061,75.161,75.202,74.955,,-0.16%
08-03-2020,75.185,74.921,75.312,74.845,,0.36%
07/31/2020,74.918,74.747,74.921,74.682,,0.06%
07/30/2020,74.876,74.811,74.954,74.786,,-0.10%
07/29/2020,74.948,74.885,74.949,74.69,,0.05%
07/28/2020,74.909,74.762,74.939,74.707,,0.15%
07/27/2020,74.8,74.768,74.91,74.67,,0.05%
07/24/2020,74.76,74.9,74.99,74.694,,-0.07%
07/23/2020,74.815,74.605,74.964,74.595,,0.27%
07/22/2020,74.61,74.535,74.875,74.51,,0.09%
07/21/2020,74.54,74.71,74.88,74.52,,-0.28%
07/20/2020,74.75,74.906,75.035,74.74,,-0.20%
07/17/2020,74.898,75.194,75.258,74.898,,-0.38%
07/16/2020,75.18,75.11,75.3,75.11,,0.07%
07/15/2020,75.125,75.305,75.366,75.044,,-0.37%
07/14/2020,75.406,75.279,75.558,75.279,,0.26%
07/13/2020,75.212,75.218,75.248,75.105,,0.02%
07-10-2020,75.195,75.165,75.333,75.144,,0.05%
07-09-2020,75.155,74.924,75.155,74.909,,0.28%
07-08-2020,74.945,74.838,75.073,74.82,,0.18%
07-07-2020,74.81,74.645,74.979,74.635,,0.23%
07-06-2020,74.635,74.639,74.83,74.485,,0.00%
07-03-2020,74.636,74.597,75.027,74.567,,-0.15%
07-02-2020,74.75,75.46,75.54,74.646,,-0.98%
07-01-2020,75.49,75.51,75.629,75.466,,-0.07%
06/30/2020,75.545,75.523,75.628,75.425,,0.05%
06/29/2020,75.51,75.628,75.66,75.458,,-0.15%
06/26/2020,75.62,75.58,75.688,75.435,,0.04%
06/25/2020,75.587,75.717,75.782,75.503,,-0.10%
06/24/2020,75.665,75.486,75.78,75.486,,0.21%
06/23/2020,75.503,75.802,75.916,75.455,,-0.38%
06/22/2020,75.79,76.268,76.303,75.723,,-0.62%
06/19/2020,76.26,76.349,76.373,76.093,,-0.18%
06/18/2020,76.4,76.263,76.4,76.046,,0.14%
06/17/2020,76.29,76.268,76.37,76.082,,0.05%
06/16/2020,76.25,75.865,76.311,75.78,,0.36%
06/15/2020,75.979,76.073,76.19,75.936,,-0.09%
06-12-2020,76.05,75.992,76.26,75.772,,0.10%
06-11-2020,75.971,75.672,75.971,75.579,,0.44%
06-10-2020,75.635,75.532,75.676,75.419,,0.17%
06-09-2020,75.505,75.458,75.702,75.423,,0.14%
06-08-2020,75.4,75.578,75.685,75.4,,-0.21%
06-05-2020,75.56,75.432,75.725,75.325,,0.13%
06-04-2020,75.459,75.373,75.66,75.355,,0.18%
06-03-2020,75.325,75.063,75.555,75.02,,0.30%
06-02-2020,75.1,75.553,75.628,74.97,,-0.54%
06-01-2020,75.505,75.473,75.773,75.275,,-0.13%
05/29/2020,75.605,75.705,75.755,75.448,,-0.07%
05/28/2020,75.66,75.812,75.91,75.632,,-0.34%
05/27/2020,75.92,75.565,75.988,75.538,,0.61%
05/26/2020,75.459,75.868,75.88,75.412,,-0.56%
05/25/2020,75.887,75.951,76.11,75.855,,-0.08%
05/22/2020,75.95,75.663,76.018,75.633,,0.44%
05/21/2020,75.62,75.54,75.833,75.386,,0.09%
05/20/2020,75.555,75.705,75.865,75.453,,-0.12%
05/19/2020,75.645,75.605,75.795,75.552,,-0.07%
05/18/2020,75.7,75.838,76.07,75.639,,-0.17%
05/15/2020,75.83,75.521,75.95,75.416,,0.44%
05/14/2020,75.495,75.454,75.712,75.335,,0.17%
05/13/2020,75.365,75.278,75.51,75.045,,0.40%
05-12-2020,75.062,75.971,75.993,75.049,,-1.09%
05-11-2020,75.888,75.561,75.948,75.476,,0.47%
05-08-2020,75.535,75.611,75.665,75.285,,-0.34%
05-07-2020,75.794,76.099,76.152,75.78,,-0.41%
05-06-2020,76.105,75.828,76.111,75.653,,0.52%
05-05-2020,75.71,75.65,75.87,75.489,,0.09%
05-04-2020,75.64,75.758,75.82,75.581,,-0.14%
05-01-2020,75.749,75.32,75.805,75.294,,0.89%
04/30/2020,75.08,75.405,75.43,74.91,,-0.50%
04/29/2020,75.455,76.063,76.11,75.455,,-0.80%
04/28/2020,76.065,76.127,76.45,75.815,,-0.22%
04/27/2020,76.229,76.27,76.347,76.019,,-0.05%
04/24/2020,76.27,75.825,76.488,75.825,,0.49%
04/23/2020,75.895,76.468,76.468,75.826,,-0.67%
04/22/2020,76.41,76.938,77.018,76.41,,-0.73%
04/21/2020,76.975,76.585,77.006,76.585,,0.52%
04/20/2020,76.575,76.553,76.68,76.283,,0.03%
04/17/2020,76.55,76.829,76.829,76.238,,-0.33%
04/16/2020,76.805,76.638,76.927,76.563,,0.31%
04/15/2020,76.564,76.038,76.654,75.936,,0.72%
04/14/2020,76.015,76.321,76.376,76.015,,-0.31%
04/13/2020,76.249,75.881,76.449,75.881,,0.49%
04-10-2020,75.879,75.903,75.937,75.849,,-0.55%
04-09-2020,76.3,76.103,76.555,76.019,,0.47%
04-08-2020,75.945,75.638,76.405,75.638,,0.40%
04-07-2020,75.645,75.988,76.008,75.543,,-0.43%
04-06-2020,75.975,76.253,76.268,75.902,,-0.35%
04-03-2020,76.24,75.954,76.304,75.764,,-0.21%
04-02-2020,76.4,76.387,76.431,76.346,,-0.01%
04-01-2020,76.404,75.315,76.422,75.315,,1.41%
03/31/2020,75.343,75.53,75.685,75.28,,-0.09%
03/30/2020,75.41,75.14,75.67,75.093,,-0.08%
03/27/2020,75.472,74.603,75.528,74.353,,0.78%
03/26/2020,74.889,75.864,75.954,74.889,,-1.95%
03/25/2020,76.375,76.375,76.375,76.375,,-0.01%
03/24/2020,76.379,76.079,76.386,75.95,,0.06%
03/23/2020,76.335,75.38,76.335,75.38,,1.24%
03/20/2020,75.399,74.804,75.399,74.704,,0.82%
03/19/2020,74.786,74.855,75.311,74.667,,0.32%
03/18/2020,74.55,73.974,74.55,73.924,,0.66%
03/17/2020,74.062,74.072,74.315,73.858,,0.08%
03/16/2020,74.003,74.006,74.359,73.999,,0.22%
03/13/2020,73.84,74.561,74.561,73.732,,-0.99%
03-12-2020,74.576,74.134,74.579,74.074,,1.21%
03-11-2020,73.682,73.792,74.015,73.532,,-0.63%
03-10-2020,74.15,74.248,74.248,74.15,,-0.06%
03-09-2020,74.196,73.975,74.254,73.85,,0.26%
03-06-2020,74.004,73.873,74.073,73.529,,0.68%
03-05-2020,73.506,73.518,73.565,73.044,,-0.05%
03-04-2020,73.54,73.06,73.64,72.91,,0.67%
03-03-2020,73.05,72.48,73.397,72.44,,0.23%
03-02-2020,72.882,72.52,72.954,72.028,,0.47%
02/28/2020,72.539,71.755,72.574,71.755,,1.23%
02/27/2020,71.655,71.645,71.704,71.545,,0.10%
02/26/2020,71.58,71.833,71.873,71.532,,-0.33%
02/25/2020,71.82,71.87,71.92,71.611,,-0.16%
02/24/2020,71.935,71.915,72.015,71.775,,0.08%
02/21/2020,71.88,71.665,72.056,71.665,,0.28%
02/20/2020,71.68,71.735,71.82,71.53,,0.11%
02/19/2020,71.6,71.573,71.6,71.452,,0.02%
02/18/2020,71.585,71.415,71.611,71.375,,0.34%
02/17/2020,71.34,71.43,71.507,71.26,,-0.26%
02/14/2020,71.529,71.294,71.597,71.272,,0.28%
02/13/2020,71.33,71.36,71.511,71.254,,0.03%
02-12-2020,71.306,71.211,71.391,71.211,,0.03%
02-11-2020,71.285,71.235,71.33,71.179,,-0.01%
02-10-2020,71.29,71.4,71.457,71.285,,-0.31%
02-07-2020,71.515,71.26,71.538,71.213,,0.41%
02-06-2020,71.225,71.181,71.3,71.107,,0.05%
02-05-2020,71.19,71.11,71.3,71.11,,0.11%
02-04-2020,71.115,71.215,71.298,71.09,,-0.29%
02-03-2020,71.324,71.523,71.653,71.268,,-0.32%
01/31/2020,71.555,71.575,71.578,71.294,,0.01%
01/30/2020,71.55,71.42,71.66,71.39,,0.34%
01/29/2020,71.31,71.24,71.411,71.165,,0.15%
01/28/2020,71.2,71.432,71.432,71.2,,-0.35%
01/27/2020,71.45,71.475,71.52,71.373,,0.17%
01/24/2020,71.33,71.34,71.371,71.22,,-0.10%
01/23/2020,71.4,71.19,71.465,71.169,,0.45%
01/22/2020,71.08,71.18,71.265,71.076,,-0.13%
01/21/2020,71.17,71.19,71.25,71.121,,0.18%
01/20/2020,71.04,71.07,71.16,71.01,,-0.05%
01/17/2020,71.079,70.953,71.099,70.933,,0.14%
01/16/2020,70.978,70.775,71.007,70.775,,0.36%
01/15/2020,70.72,71,71.023,70.682,,-0.18%
01/14/2020,70.85,70.72,70.975,70.72,,0.20%
01/13/2020,70.71,70.805,70.945,70.71,,-0.35%
01-10-2020,70.96,71.24,71.26,70.848,,-0.35%
01-09-2020,71.21,71.51,71.544,71.134,,-0.42%
01-08-2020,71.51,71.954,72.114,71.466,,-0.47%
01-07-2020,71.845,71.765,71.923,71.67,,-0.03%
01-06-2020,71.867,72.011,72.123,71.834,,0.14%
01-03-2020,71.77,71.61,71.844,71.52,,0.59%
01-02-2020,71.35,71.235,71.408,71.235,,0.17%
01-01-2020,71.227,71.365,71.377,71.225,,-0.18%
12/31/2019,71.355,71.275,71.385,71.225,,0.05%
12/30/2019,71.32,71.34,71.427,71.29,,-0.19%
12/27/2019,71.455,71.305,71.505,71.185,,0.22%
12/26/2019,71.3,71.26,71.352,71.23,,0.03%
12/25/2019,71.28,71.28,71.28,71.28,,0.00%
12/24/2019,71.28,71.21,71.317,71.153,,0.08%
12/23/2019,71.22,71.113,71.3,71.11,,0.23%
12/20/2019,71.06,71.13,71.256,71.045,,-0.17%
12/19/2019,71.18,70.993,71.214,70.88,,0.25%
12/18/2019,71,71.01,71.125,70.924,,-0.05%
12/17/2019,71.035,70.955,71.065,70.832,,0.17%
12/16/2019,70.915,70.755,71.05,70.755,,0.17%
12/13/2019,70.798,70.553,70.883,70.503,,0.32%
12-12-2019,70.57,70.67,70.91,70.531,,-0.20%
12-11-2019,70.71,70.823,70.942,70.71,,-0.14%
12-10-2019,70.81,70.962,71.042,70.808,,-0.23%
12-09-2019,70.97,71.3,71.3,70.97,,-0.44%
12-06-2019,71.283,71.245,71.446,71.174,,0.04%
12-05-2019,71.252,71.505,71.678,71.18,,-0.31%
12-04-2019,71.474,71.803,71.823,71.452,,-0.37%
12-03-2019,71.74,71.63,71.816,71.532,,0.15%
12-02-2019,71.634,71.795,71.825,71.603,,-0.16%
11/29/2019,71.749,71.613,71.872,71.603,,0.34%
11/28/2019,71.505,71.245,71.665,71.235,,0.34%
11/27/2019,71.26,71.45,71.493,71.233,,-0.31%
11/26/2019,71.48,71.684,71.69,71.48,,-0.29%
11/25/2019,71.689,71.695,71.763,71.61,,-0.14%
11/22/2019,71.792,71.756,71.876,71.662,,0.06%
11/21/2019,71.75,71.79,71.905,71.717,,0.01%
11/20/2019,71.746,71.833,71.916,71.643,,-0.12%
11/19/2019,71.83,71.92,72.015,71.605,,-0.16%
11/18/2019,71.945,71.665,71.945,71.565,,0.41%
11/15/2019,71.65,71.8,71.878,71.594,,-0.44%
11/14/2019,71.966,72.082,72.252,71.857,,-0.26%
11/13/2019,72.15,71.76,72.15,71.657,,0.50%
11-12-2019,71.79,71.582,71.79,71.544,,0.31%
11-11-2019,71.57,71.37,71.61,71.29,,0.29%
11-08-2019,71.36,71.28,71.364,71.165,,0.44%
11-07-2019,71.047,71.018,71.118,70.886,,0.05%
11-06-2019,71.01,70.769,71.036,70.769,,0.33%
11-05-2019,70.775,70.804,70.855,70.625,,-0.02%
11-04-2019,70.789,70.552,70.802,70.552,,0.04%
11-01-2019,70.76,70.972,70.989,70.76,,-0.31%
10/31/2019,70.98,70.762,71.065,70.724,,0.04%
10/30/2019,70.952,70.871,71.026,70.839,,0.09%
10/29/2019,70.89,70.75,70.92,70.69,,0.20%
10/28/2019,70.745,70.822,70.842,70.684,,-0.11%
10/25/2019,70.82,71.045,71.073,70.782,,-0.20%
10/24/2019,70.965,70.715,71.085,70.715,,0.34%
10/23/2019,70.725,71.005,71.033,70.725,,-0.12%
10/22/2019,70.81,70.911,71.006,70.81,,-0.16%
10/21/2019,70.925,71.075,71.075,70.778,,-0.23%
10/18/2019,71.09,71.2,71.32,71.04,,-0.06%
10/17/2019,71.13,71.362,71.475,71.096,,-0.33%
10/16/2019,71.364,71.562,71.732,71.348,,-0.19%
10/15/2019,71.5,71.248,71.605,71.22,,0.37%
10/14/2019,71.237,70.893,71.25,70.74,,0.44%
10-11-2019,70.924,70.816,71.091,70.799,,-0.09%
10-10-2019,70.99,70.96,71.165,70.96,,-0.18%
10-09-2019,71.12,71.18,71.23,70.945,,-0.14%
10-08-2019,71.22,70.996,71.233,70.933,,0.35%
10-07-2019,70.975,70.959,71.105,70.913,,0.21%
10-04-2019,70.825,70.81,71.04,70.765,,-0.29%
10-03-2019,71.03,71.21,71.37,70.865,,-0.17%
10-02-2019,71.15,71.117,71.368,71.1,,0.06%
10-01-2019,71.11,70.655,71.17,70.655,,0.66%
09/30/2019,70.645,70.425,70.885,70.358,,0.19%
09/27/2019,70.509,70.951,70.98,70.364,,-0.64%
09/26/2019,70.964,71.035,71.036,70.837,,-0.03%
09/25/2019,70.988,70.976,71.154,70.947,,0.02%
09/24/2019,70.971,70.796,71.066,70.736,,0.24%
09/23/2019,70.799,71.023,71.053,70.779,,-0.39%
09/20/2019,71.075,71.205,71.205,70.685,,-0.42%
09/19/2019,71.375,71.345,71.385,71.05,,0.32%
09/18/2019,71.145,71.515,71.53,71.145,,-0.48%
09/17/2019,71.49,71.827,71.989,71.366,,-0.13%
09/16/2019,71.58,71.69,71.69,71.41,,0.84%
09/13/2019,70.985,70.972,71.16,70.847,,0.03%
09-12-2019,70.967,71.588,71.588,70.917,,-0.85%
09-11-2019,71.577,71.877,71.898,71.514,,-0.41%
09-10-2019,71.875,71.755,72.002,71.739,,0.14%
09-09-2019,71.778,71.728,71.788,71.504,,0.19%
09-06-2019,71.645,71.887,71.928,71.605,,-0.39%
09-05-2019,71.928,71.986,72.011,71.797,,-0.08%
09-04-2019,71.989,72.2,72.315,71.944,,-0.25%
09-03-2019,72.17,71.96,72.413,71.96,,0.28%
09-02-2019,71.969,71.467,72.003,71.467,,0.72%
08/30/2019,71.453,71.772,71.817,71.357,,-0.33%
08/29/2019,71.69,71.913,72.1,71.624,,-0.19%
08/28/2019,71.829,71.564,71.904,71.492,,0.40%
08/27/2019,71.543,72.03,72.03,71.383,,-0.67%
08/26/2019,72.025,71.92,72.26,71.863,,0.72%
08/23/2019,71.513,71.96,72.061,71.513,,-0.58%
08/22/2019,71.93,71.6,72.004,71.6,,0.69%
08/21/2019,71.44,71.562,71.623,71.353,,-0.15%
08/20/2019,71.549,71.523,71.827,71.523,,0.14%
08/19/2019,71.451,71.213,71.5,71.063,,0.42%
08/16/2019,71.155,71.365,71.492,71.045,,-0.91%
08/15/2019,71.81,71.507,71.829,71.309,,0.75%
08/14/2019,71.275,70.995,71.365,70.845,,-0.20%
08/13/2019,71.418,71.132,71.493,71.032,,0.19%
08-12-2019,71.283,71.014,71.367,70.993,,0.51%
08-09-2019,70.924,70.443,70.924,70.443,,0.72%
08-08-2019,70.42,71.17,71.17,70.42,,-1.02%
08-07-2019,71.145,70.965,71.195,70.604,,0.15%
08-06-2019,71.04,70.81,71.04,70.47,,0.31%
08-05-2019,70.821,70.117,70.839,70.117,,1.61%
08-02-2019,69.7,69.23,69.7,69.21,,0.99%
08-01-2019,69.017,69.267,69.267,69.002,,0.21%
07/31/2019,68.875,68.853,68.96,68.761,,0.02%
07/30/2019,68.862,68.766,68.903,68.663,,0.16%
07/29/2019,68.755,68.9,68.965,68.705,,-0.18%
07/26/2019,68.88,69.151,69.151,68.816,,-0.23%
07/25/2019,69.041,68.992,69.078,68.885,,0.09%
07/24/2019,68.98,69.02,69.109,68.921,,-0.08%
07/23/2019,69.033,68.944,69.059,68.903,,0.15%
07/22/2019,68.93,68.955,69.07,68.88,,0.10%
07/19/2019,68.86,68.81,68.955,68.722,,0.01%
07/18/2019,68.855,68.773,69.005,68.718,,0.01%
07/17/2019,68.846,68.688,68.904,68.64,,0.29%
07/16/2019,68.65,68.54,68.77,68.521,,0.15%
07/15/2019,68.545,68.535,68.615,68.477,,-0.02%
07-12-2019,68.56,68.46,68.695,68.433,,0.22%
07-11-2019,68.41,68.414,68.495,68.28,,-0.01%
07-10-2019,68.419,68.62,68.695,68.318,,-0.21%
07-09-2019,68.565,68.665,68.858,68.513,,0.00%
07-08-2019,68.566,68.582,68.767,68.497,,0.17%
07-05-2019,68.45,68.539,68.785,68.385,,-0.11%
07-04-2019,68.527,68.817,68.914,68.489,,-0.40%
07-03-2019,68.8,68.885,68.963,68.795,,-0.13%
07-02-2019,68.89,68.924,69.075,68.87,,0.01%
07-01-2019,68.885,68.944,69.09,68.83,,-0.09%
06/28/2019,68.95,69.048,69.125,68.866,,-0.20%
06/27/2019,69.088,69.21,69.353,69.03,,-0.23%
06/26/2019,69.245,69.32,69.518,69.11,,-0.13%
06/25/2019,69.334,69.266,69.439,69.238,,0.09%
06/24/2019,69.273,69.629,69.63,69.264,,-0.49%
06/21/2019,69.615,69.755,69.76,69.504,,0.14%
06/20/2019,69.52,69.49,69.675,69.334,,-0.19%
06/19/2019,69.65,69.55,69.808,69.5,,0.06%
06/18/2019,69.61,69.868,69.891,69.609,,-0.34%
06/17/2019,69.85,69.81,69.982,69.74,,0.02%
06/14/2019,69.833,69.566,69.865,69.53,,0.44%
06/13/2019,69.53,69.379,69.58,69.314,,0.22%
06-12-2019,69.375,69.414,69.455,69.257,,-0.01%
06-11-2019,69.385,69.534,69.534,69.342,,-0.22%
06-10-2019,69.535,69.375,69.685,69.375,,0.26%
06-07-2019,69.355,69.146,69.551,69.114,,0.27%
06-06-2019,69.165,69.405,69.46,69.165,,-0.32%
06-05-2019,69.385,69.334,69.423,69.178,,0.14%
06-04-2019,69.291,69.068,69.343,69.033,,0.17%
06-03-2019,69.171,69.618,69.622,69.128,,-0.59%
05/31/2019,69.58,69.839,69.927,69.58,,-0.35%
05/30/2019,69.825,69.835,69.935,69.703,,-0.03%
05/29/2019,69.845,69.587,70.003,69.579,,0.34%
05/28/2019,69.61,69.516,69.755,69.516,,0.15%
05/27/2019,69.504,69.412,69.633,69.362,,0.18%
05/24/2019,69.38,69.699,69.811,69.377,,-0.41%
05/23/2019,69.665,69.666,70.065,69.375,,0.02%
05/22/2019,69.65,69.668,69.811,69.614,,0.01%
05/21/2019,69.645,69.817,69.825,69.62,,0.05%
05/20/2019,69.609,69.405,69.778,69.373,,-0.95%
05/17/2019,70.28,70.22,70.288,70.067,,0.21%
05/16/2019,70.13,70.219,70.342,69.966,,-0.17%
05/15/2019,70.249,70.322,70.442,70.174,,-0.12%
05/14/2019,70.332,70.596,70.616,70.252,,-0.34%
05/13/2019,70.57,70.015,70.651,69.984,,0.79%
05-10-2019,70.015,70.091,70.114,69.756,,-0.26%
05-09-2019,70.2,69.719,70.276,69.719,,0.69%
05-08-2019,69.72,69.596,69.751,69.448,,0.11%
05-07-2019,69.645,69.421,69.646,69.285,,0.38%
05-06-2019,69.38,69.31,69.485,69.31,,0.41%
05-03-2019,69.095,69.436,69.441,69.095,,-0.45%
05-02-2019,69.41,69.62,69.634,69.32,,-0.19%
05-01-2019,69.545,69.601,69.603,69.466,,-0.15%
04/30/2019,69.647,69.831,69.913,69.536,,-0.24%
04/29/2019,69.817,69.879,69.895,69.797,,-0.05%
04/26/2019,69.85,70.173,70.247,69.81,,-0.46%
04/25/2019,70.17,70.01,70.335,69.92,,0.30%
04/24/2019,69.96,69.779,70,69.762,,0.27%
04/23/2019,69.77,69.63,69.84,69.54,,0.10%
04/22/2019,69.7,69.366,69.906,69.366,,0.42%
04/19/2019,69.407,69.416,69.429,69.355,,0.02%
04/18/2019,69.395,69.417,69.619,69.33,,-0.05%
04/17/2019,69.431,69.547,69.57,69.362,,-0.14%
04/16/2019,69.53,69.422,69.69,69.422,,0.19%
04/15/2019,69.395,69.174,69.483,69.045,,0.30%
04-12-2019,69.19,69.03,69.39,69.03,,0.25%
04-11-2019,69.02,69.164,69.222,68.837,,-0.19%
04-10-2019,69.15,69.258,69.366,69.09,,-0.19%
04-09-2019,69.28,69.538,69.74,69.248,,-0.40%
04-08-2019,69.555,69.335,69.72,69.335,,0.56%
04-05-2019,69.17,68.992,69.338,68.986,,0.28%
04-04-2019,68.98,68.54,69.22,68.52,,0.77%
04-03-2019,68.45,68.73,68.835,68.39,,-0.68%
04-02-2019,68.92,69.28,69.39,68.72,,-0.41%
04-01-2019,69.205,69.356,69.424,69.185,,0.03%
03/29/2019,69.185,69.178,69.32,69.042,,-0.01%
03/28/2019,69.19,69.124,69.38,68.95,,0.13%
03/27/2019,69.1,69.039,69.187,68.78,,0.15%
03/26/2019,68.996,68.931,69.017,68.779,,0.15%
03/25/2019,68.89,69.159,69.176,68.795,,-0.40%
03/22/2019,69.17,68.65,69.17,68.54,,0.52%
03/21/2019,68.81,68.565,68.81,68.51,,0.03%
03/20/2019,68.79,69.027,69.176,68.731,,-0.33%
03/19/2019,69.015,68.619,69.067,68.35,,0.57%
03/18/2019,68.625,68.959,68.959,68.431,,-0.49%
03/15/2019,68.963,69.357,69.372,68.935,,-0.58%
03/14/2019,69.365,69.525,69.755,69.255,,-0.24%
03/13/2019,69.529,69.607,69.794,69.419,,-0.14%
03-12-2019,69.625,69.821,69.821,69.491,,-0.32%
03-11-2019,69.85,70.028,70.041,69.808,,-0.23%
03-08-2019,70.012,70.111,70.245,69.827,,-0.15%
03-07-2019,70.116,70.151,70.152,69.95,,0.05%
03-06-2019,70.08,70.479,70.692,70.022,,-0.58%
03-05-2019,70.49,70.963,70.975,70.448,,-0.59%
03-04-2019,70.91,70.815,70.923,70.8,,-0.13%
03-01-2019,71,70.811,71,70.715,,0.23%
02/28/2019,70.84,71.231,71.271,70.713,,-0.51%
02/27/2019,71.2,71.01,71.491,70.929,,0.34%
02/26/2019,70.96,70.829,71.346,70.809,,0.18%
02/25/2019,70.834,71.034,71.102,70.827,,-0.28%
02/22/2019,71.035,71.195,71.265,71.035,,-0.18%
02/21/2019,71.165,71.061,71.28,70.925,,0.22%
02/20/2019,71.01,71.32,71.344,70.933,,-0.41%
02/19/2019,71.3,71.351,71.602,71.251,,-0.12%
02/18/2019,71.387,71.335,71.537,71.326,,0.08%
02/15/2019,71.33,71.028,71.464,71.028,,0.44%
02/14/2019,71.02,70.869,71.233,70.8,,0.20%
02/13/2019,70.875,70.541,70.88,70.397,,0.48%
02-12-2019,70.535,71.254,71.254,70.515,,-0.85%
02-11-2019,71.14,71.24,71.301,71.038,,-0.05%
02-08-2019,71.175,71.395,71.434,71.015,,-0.18%
02-07-2019,71.3,71.639,71.769,71.271,,-0.35%
02-06-2019,71.55,71.52,71.683,71.492,,0.03%
02-05-2019,71.53,71.714,71.812,71.528,,-0.25%
02-04-2019,71.71,71.469,71.845,71.462,,0.38%
02-01-2019,71.435,71.115,71.485,70.952,,0.67%
01/31/2019,70.96,70.959,71.215,70.865,,-0.39%
01/30/2019,71.235,71.423,71.423,71.123,,-0.22%
01/29/2019,71.39,71.085,71.461,71.026,,0.45%
01/28/2019,71.07,70.92,71.196,70.915,,0.24%
01/25/2019,70.9,71.04,71.25,70.89,,-0.14%
01/24/2019,71,71.147,71.315,70.955,,-0.27%
01/23/2019,71.19,71.24,71.37,71.115,,-0.10%
01/22/2019,71.26,71.197,71.466,71.165,,0.10%
01/21/2019,71.188,71.205,71.538,71.14,,-0.03%
01/18/2019,71.21,71.04,71.274,70.987,,0.23%
01/17/2019,71.05,71.146,71.416,70.972,,0.10%
01/16/2019,70.98,71.11,71.265,70.934,,-0.17%
01/15/2019,71.1,70.75,71.156,70.723,,0.48%
01/14/2019,70.76,70.4,70.95,70.36,,0.51%
01-11-2019,70.399,70.43,70.601,70.357,,-0.03%
01-10-2019,70.42,70.53,70.655,70.318,,-0.20%
01-09-2019,70.56,70.11,70.648,70.05,,0.60%
01-08-2019,70.14,69.806,70.24,69.765,,0.48%
01-07-2019,69.803,69.532,69.953,69.255,,0.36%
01-04-2019,69.55,70.115,70.145,69.55,,-0.80%
01-03-2019,70.11,70.3,70.531,70.034,,0.16%
01-02-2019,70,69.469,70.255,69.469,,0.79%
